id,title,image,price,inStock,category,isNew
13019614,Nike Air Force 1 '07,https://static.nike.com/a/images/t_default/a42a5d53-2f99-4e78-a081-9d07a2d0774a/air-force-1-07-mens-shoes-jBrhbr.png,110.0,True,Men's Shoes,False
13124718,Nike Air Force 1 '07,https://static.nike.com/a/images/t_default/e777c881-5b62-4250-92a6-362967f54cca/air-force-1-07-womens-shoes-b19lqD.png,110.0,True,Women's Shoes,False
1010052608,Nike Air Force 1 Shadow,https://static.nike.com/a/images/t_default/7796e97b-30b4-4208-96fa-b4eb9747776a/air-force-1-shadow-womens-shoes-kTgn9J.png,130.0,True,Women's Shoes,False
14234741,Nike Air Force 1 '07 Next Nature,https://static.nike.com/a/images/t_default/1aeb9850-aa34-4fa9-8ba0-9f875a1c36ca/air-force-1-07-next-nature-womens-shoes-fvxZ0g.png,80.97,True,Women's Shoes,False
13130491,Nike Air Force 1 LE,https://static.nike.com/a/images/t_default/d9f1d9ee-a848-4a36-aab9-48b241078ebb/air-force-1-le-big-kids-shoes-3JNSvS.png,90.0,True,Big Kids' Shoes,False
1010068593,Nike Air Force 1 '07,https://static.nike.com/a/images/t_default/901bbbbc-5aed-4078-9a39-d129f1ee124b/air-force-1-07-mens-shoes-rXkGJX.png,110.0,True,Men's Shoes,False
1008597348,Nike Air Force 1 '07,https://static.nike.com/a/images/t_default/0d9d86e4-11b5-43ae-8462-c7bd05096ec8/air-force-1-07-womens-shoes-PqdxJw.png,110.0,True,Women's Shoes,False
14244259,Nike Air Force 1 '07 Fresh,https://static.nike.com/a/images/t_default/351a4358-8bf2-4c76-b50a-5de70495375d/air-force-1-07-fresh-mens-shoes-QTWGkm.png,112.97,True,Men's Shoes,False
13027510,Nike Air Force 1,https://static.nike.com/a/images/t_default/1aa3abc4-692e-466b-b985-570a178f25ef/air-force-1-big-kids-shoes-M7mcL9.png,90.0,True,Big Kids' Shoes,False
14244101,Nike Air Force 1 '07,https://static.nike.com/a/images/t_default/5ad0e77c-5992-418a-b8f8-7c2cc8dc2a2c/air-force-1-07-mens-shoes-vRgTMx.png,77.97,True,Men's Shoes,False
14159093,Nike Air Force 1 '07 Mid,https://static.nike.com/a/images/t_default/e13d1a8e-0809-4b6e-bb42-149c66ddda2e/air-force-1-07-mid-womens-shoes-2NP34w.png,65.97,True,Women's Shoes,False
14234555,Nike Air Force 1 High,https://static.nike.com/a/images/t_default/da1f536b-0d25-4da0-b841-7c19c5be94c2/air-force-1-high-womens-shoes-vBhHD4.png,62.97,True,Women's Shoes,False
1003839121,Nike Air Force 1 '07 SE,https://static.nike.com/a/images/t_default/d8163d74-4903-4892-a5c7-f4b8fd1a9c89/air-force-1-07-se-womens-shoes-58VkQV.png,120.0,True,Women's Shoes,False
1007832680,Nike Air Force 1 '07 LV8,https://static.nike.com/a/images/t_default/fc01e3ac-b2d0-4543-b254-6ea989731c1b/air-force-1-07-lv8-mens-shoes-ZvGj5Q.png,111.97,True,Men's Shoes,False
1010165765,Nike Air Force 1,https://static.nike.com/a/images/t_default/2594670a-120c-4ea6-8288-7b5f5b87623e/air-force-1-big-kids-shoes-km6NJj.png,74.97,True,Big Kids' Shoes,False
1000197441,Nike Air Force 1 '07 LV8,https://static.nike.com/a/images/t_default/65dd8d75-6e25-4370-a6ae-a4f23e475cb5/air-force-1-07-lv8-mens-shoes-qBw7N1.png,103.97,True,Men's Shoes,False
1000197004,Nike Air Force 1 '07 LX,https://static.nike.com/a/images/t_default/abbbec14-4ef1-4cf9-9fc8-bbe1cfa9a00f/air-force-1-07-lx-mens-shoes-7Xt6gz.png,97.97,True,Men's Shoes,False
1010123523,Nike Air Force 1 PLT.AF.ORM,https://static.nike.com/a/images/t_default/66543e62-d746-4b3c-9813-7426da4880a1/air-force-1-pltaform-womens-shoes-XL2m2Q.png,90.97,True,Women's Shoes,False
1007841168,Nike Air Force 1 '07 EasyOn,https://static.nike.com/a/images/t_default/f8dfa191-60b3-44c1-b730-b25e0a908c35/air-force-1-07-easyon-shoes-vpmlK3.png,110.0,True,Shoes,False
13722325,Nike Air Force 1 Luxe,https://static.nike.com/a/images/t_default/c6d55fea-37cf-4dd8-bbca-55e22809bcd4/air-force-1-luxe-mens-shoes-7Fvcvq.png,112.97,True,Men's Shoes,False
12723224,Nike Air Force 1 '07 WB,https://static.nike.com/a/images/t_default/zjrheo7cjgrv6opt8txu/air-force-1-07-wb-mens-shoes-txRBM6.png,119.97,True,Men's Shoes,False
13071860,Nike Air Force 1 Mid '07,https://static.nike.com/a/images/t_default/0447d3b3-28d3-4ba3-a6d6-deb0b21558af/air-force-1-mid-07-mens-shoes-S1QClz.png,120.0,True,Men's Shoes,False
1009406297,Nike Air Force 1 Low By Gemini,https://static.nike.com/a/images/t_default/e619a2e8-9ae5-48bc-b37e-ce83b265bac6/hispl-quxm-tvxus.png,130.0,True,Custom Shoes,False
1009406297,Nike Air Force 1 Low By You,https://static.nike.com/a/images/t_default/7107b5de-78e1-43f8-899e-232a88c8bd53/hispl-quxm-tvxus.png,130.0,True,Custom Women's Shoes,False
1011845689,Nike Air Force 1 '07,https://static.nike.com/a/images/t_default/fa6677c9-6db3-43c6-9e16-74305ea5a691/air-force-1-07-mens-shoes-gtJkpn.png,110.0,True,Men's Shoes,False
1010242280,Nike Air Force 1 Low,https://static.nike.com/a/images/t_default/bde46d4f-fad2-4409-ab67-8d7a73e80cf7/air-force-1-low-mens-shoes-rjk6kq.png,140.0,True,Men's Shoes,False
14217977,Nike Air Force 1 '07,https://static.nike.com/a/images/t_default/b7cf5b56-f924-488a-9fb0-65efcca79cc4/air-force-1-07-mens-shoes-5xqQ6q.png,110.0,True,Men's Shoes,False
13935884,Nike Air Force 1 React,https://static.nike.com/a/images/t_default/1c67261f-7263-4fdc-8bef-39c928807fe2/air-force-1-react-mens-shoes-WSjfs8.png,140.0,True,Men's Shoes,False
1003839172,Nike Air Force 1 Premium,https://static.nike.com/a/images/t_default/e998232a-c620-4b84-b294-fa40cc23ecac/air-force-1-premium-womens-shoes-DxRG97.png,130.0,True,Women's Shoes,False
14114148,Nike Air Force 1 Fontanka,https://static.nike.com/a/images/t_default/5aeaa85e-531f-41a0-a42b-e94508213c7e/air-force-1-fontanka-womens-shoes-cWbdwn.png,84.97,True,Women's Shoes,False
14085490,Nike Air Force 1 '07 SE,https://static.nike.com/a/images/t_default/a26e0cc6-216e-4f1f-b591-fe6da5eba827/air-force-1-07-se-womens-shoes-BqXrqR.png,72.97,True,Women's Shoes,False
14253934,Nike Air Force 1 '07 EasyOn,https://static.nike.com/a/images/t_default/f153b4e4-9069-44ae-bf86-f70ae8ecbaa1/air-force-1-07-easyon-womens-shoes-q2Nz01.png,110.0,True,Women's Shoes,False
14262477,Nike Air Force 1 '07 LX,https://static.nike.com/a/images/t_default/d92ecc39-44b3-44c4-8666-0e4cf276eaa6/air-force-1-07-lx-mens-shoes-D2ZCMj.png,70.97,True,Men's Shoes,False
12898968,Nike Air Force 1 '07 LV8 1,https://static.nike.com/a/images/t_default/fdeb34c8-a6bf-4530-9145-b6cfea5dd963/air-force-1-07-lv8-1-mens-shoes-x0bMdL.png,130.0,False,Men's Shoes,False
1007486158,Nike Air Force 1,https://static.nike.com/a/images/t_default/599babb4-1dfe-4b90-be4d-e4f27b44e88c/air-force-1-big-kids-shoes-k4BQ8C.png,90.0,True,Big Kids' Shoes,False
13071867,Nike Air Force 1 High '07,https://static.nike.com/a/images/t_default/6a91c26b-7471-459d-91c5-30665fdc144c/air-force-1-high-07-mens-shoes-CGjvNW.png,125.0,True,Men's Shoes,False
13130559,Nike Force 1 LE,https://static.nike.com/a/images/t_default/8d2c081b-ac13-44d4-9ca3-1a70ee605634/force-1-le-little-kids-shoes-d0vJBr.png,70.0,True,Little Kids' Shoes,False
14084278,Nike Air Force 1 '07 SE,https://static.nike.com/a/images/t_default/11074e1b-e2be-413d-947f-86e3eb77f03f/air-force-1-07-se-womens-shoes-dxBKk9.png,93.97,True,Women's Shoes,False
13153255,Nike Air Force 1 '07,https://static.nike.com/a/images/t_default/3c9839ad-9907-477e-8d9e-4347d155c726/air-force-1-07-mens-shoes-PN6jnS.png,110.0,True,Men's Shoes,False
1011815359,Nike Air Force 1 '07 LV8,https://static.nike.com/a/images/t_default/b0dd55f2-4ff1-4388-a4f3-4e884a0721f8/air-force-1-07-lv8-mens-shoes-9WB5bx.png,130.0,True,Men's Shoes,False
1000197001,Nike Air Force 1 '07 LV8 EMB,https://static.nike.com/a/images/t_default/cfc67fd4-38c0-4c45-87e0-80a0d985fd05/air-force-1-07-lv8-emb-shoes-s8hCLW.png,103.97,True,Shoes,False
1000197443,Nike Air Force 1 '07,https://static.nike.com/a/images/t_default/b6a095e1-d80b-4a28-b0d4-fdc3c098c95c/air-force-1-07-mens-shoes-6HPpcT.png,93.97,True,Men's Shoes,False
13019620,Nike Air Force 1 '07 High,https://static.nike.com/a/images/t_default/bc061476-e39b-4cf0-a8f4-ef367f8c7ac4/air-force-1-07-high-mens-shoes-XTJLXX.png,125.0,True,Men's Shoes,False
13229611,Nike Force 1,https://static.nike.com/a/images/t_default/8c323a4b-dd6b-495a-849f-06a7b349d27a/force-1-little-kids-shoes-xrmQ0W.png,70.0,True,Little Kids' Shoes,False
